CODE,PFTOT,PF0004,PF0509,PF1014,PF1519,PF2024,PF2529,PF3034,PF3539,PF4044,PF4549,PF5054,PF5559,PF6064,PF6569,PF7074,PF7579,PF8084,PF85P
35100184,229,3,2,6,23,51,35,26,13,9,5,11,13,10,12,3,6,1,0
35100185,230,4,1,2,10,79,51,15,17,3,7,8,8,8,5,6,2,0,4
35100186,210,9,3,6,21,46,43,23,15,7,6,5,6,11,2,2,4,0,1
35100187,178,11,13,8,15,35,27,16,8,7,13,3,0,6,8,2,1,0,5
35100188,221,10,8,7,12,32,32,17,9,11,13,13,18,15,8,11,2,2,1
35100189,182,2,3,4,19,80,31,6,0,2,10,4,2,5,6,3,0,4,1
35100190,190,4,8,2,2,12,38,29,17,12,8,11,14,12,10,5,1,3,2
35100191,180,2,4,3,0,26,38,20,6,5,7,9,10,8,15,6,10,6,5
35100192,325,1,3,2,4,49,79,47,24,8,13,14,24,21,22,6,2,1,5
35100193,249,5,3,7,8,60,73,24,11,8,7,6,6,5,5,7,6,3,5
35100194,276,7,5,1,10,48,73,26,11,9,2,15,15,9,17,7,10,7,4
35100195,694,4,4,2,9,32,82,62,20,8,6,19,36,35,63,68,63,67,114
35100196,292,4,1,4,4,21,54,30,7,8,4,5,19,18,21,28,22,19,23
35100197,233,2,0,6,4,21,44,19,17,1,11,6,10,18,14,16,16,12,16
35100198,261,8,5,5,14,41,38,21,11,10,8,11,19,16,21,12,7,8,6
35100199,297,3,5,3,1,12,40,30,17,7,9,13,20,19,28,28,27,17,18
35100236,687,40,36,21,19,62,96,82,44,32,23,42,67,36,35,17,18,13,4
35100237,686,28,30,30,39,27,47,37,42,44,38,56,65,53,52,38,30,20,10
35100238,410,56,42,32,15,25,56,49,28,23,26,20,18,5,9,1,4,0,1
35100239,842,46,38,43,31,37,65,71,53,51,41,52,59,50,53,48,49,30,25
35100240,544,18,16,17,16,13,29,32,35,34,31,21,36,48,49,40,30,35,44
35100241,389,11,13,24,29,21,16,21,25,27,32,28,37,27,24,24,14,9,7
35100242,776,33,40,48,38,30,35,53,59,61,61,49,44,33,37,51,31,26,47
35100243,623,26,22,27,21,38,46,36,30,38,35,36,48,39,51,47,30,21,32
35100244,314,4,1,1,0,2,6,11,7,10,5,8,19,18,46,46,48,44,38
35100245,359,11,10,9,8,8,9,9,10,15,17,20,35,43,51,44,25,15,20
35100246,291,10,7,5,2,5,10,8,5,7,11,17,33,36,36,33,30,20,16
35100248,291,11,14,11,9,8,12,10,13,14,12,18,30,37,30,23,15,11,13
35100249,256,6,8,9,8,8,9,10,5,6,8,12,24,35,29,26,22,14,17
35100250,255,6,7,7,10,11,9,10,7,9,9,18,27,29,24,24,21,15,12
35100251,366,14,22,23,15,10,16,19,22,25,20,26,31,30,31,30,18,8,6
35100252,278,7,11,13,13,14,24,18,18,15,15,17,26,26,19,17,11,7,7
35100253,287,9,11,11,10,10,18,20,16,16,20,24,29,24,24,20,13,5,7
35100254,351,2,8,13,15,14,7,7,10,7,18,25,53,47,45,36,23,10,11
35100255,411,2,11,15,12,15,11,11,18,17,22,29,61,53,51,44,21,9,9
35100256,451,14,12,19,15,12,19,23,23,25,31,37,55,49,42,29,21,8,17
35100257,241,11,8,15,15,10,13,17,19,21,20,19,23,13,9,8,8,6,6
35100258,329,23,20,20,14,11,14,21,18,18,21,23,32,30,24,14,12,7,7
35100259,408,21,21,16,18,20,19,25,29,25,27,31,36,44,28,20,13,9,6
35100260,332,21,22,16,20,18,17,20,26,23,25,26,26,30,20,12,6,3,1
35100261,248,14,16,12,10,10,13,22,25,17,18,19,15,16,12,12,6,5,6
35100262,333,14,15,15,16,17,15,22,19,20,22,28,32,28,20,21,12,10,7
35100263,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35100264,243,10,15,11,14,16,17,14,17,14,14,16,22,23,15,12,4,3,6
35100265,236,12,18,12,11,13,15,11,13,15,20,25,24,19,12,8,4,2,2
35100266,230,10,13,11,10,10,11,14,12,12,17,20,27,24,18,12,5,2,2
35100267,420,14,14,10,15,23,25,26,26,22,28,34,41,50,37,25,13,10,7
35100268,347,13,18,12,10,20,25,20,21,17,18,32,39,35,27,20,9,5,6
35100269,305,10,14,10,12,13,19,17,19,12,15,24,27,30,22,29,16,9,7
35100270,425,16,17,29,26,22,21,19,15,20,26,36,43,37,27,25,21,14,11
35100271,309,12,14,14,14,17,13,8,9,15,22,27,28,26,21,22,21,13,13
35100272,412,17,18,21,18,14,18,17,21,21,23,24,30,29,21,22,24,18,56
35100273,248,5,6,13,13,16,12,8,7,15,18,24,33,25,13,16,14,7,3
35100274,377,11,12,16,18,17,22,17,16,22,27,32,34,33,29,29,17,10,15
35100275,580,11,16,9,10,31,101,52,26,16,22,35,65,43,37,50,34,12,10
35100280,348,13,13,15,14,14,22,28,31,27,20,19,28,24,17,18,15,10,20
35100282,614,23,28,31,26,31,36,42,33,29,29,42,63,59,40,37,28,20,17
35100283,142,5,5,6,7,8,8,10,10,8,9,8,12,11,11,11,5,3,5
35100284,168,23,23,16,1,6,41,26,21,6,5,0,0,0,0,0,0,0,0
35100285,29,4,8,1,3,0,0,5,0,0,0,0,5,2,0,0,0,1,0
35100286,198,15,16,16,11,7,14,18,11,10,9,7,17,11,12,11,7,5,1
35100287,260,21,25,16,9,16,57,46,34,20,10,5,0,1,0,0,0,0,0
35100288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35100289,475,19,25,25,24,19,18,23,24,25,25,32,45,49,39,32,21,15,15
35100290,585,19,29,22,21,22,28,25,25,27,37,44,57,68,54,51,28,16,12
35100291,277,7,10,6,5,4,4,17,6,9,14,11,33,47,37,26,18,9,14
35100292,364,11,8,24,18,9,9,6,19,21,18,32,34,34,39,39,21,10,12
35100293,215,10,7,10,7,10,10,5,9,12,13,20,18,20,18,18,13,7,8
35100294,330,11,12,14,11,16,20,19,17,15,20,32,35,27,18,19,21,12,11
35100295,351,16,18,17,17,26,26,21,16,20,23,29,32,32,21,16,12,6,3
35100296,540,28,32,28,31,29,23,23,36,42,44,42,49,52,33,25,13,7,3
35100297,509,25,25,40,35,20,24,27,27,35,42,43,48,36,31,19,15,8,9
35100298,290,15,14,11,13,14,15,17,15,14,23,28,32,23,19,16,12,4,5
35100299,392,21,18,28,25,17,20,24,26,29,34,30,30,28,23,14,9,5,11
35100300,293,14,15,17,16,13,15,16,13,16,19,16,23,19,22,18,16,10,15
35100301,619,26,24,51,47,29,32,35,34,38,44,48,55,47,38,25,23,13,10
35100302,291,24,20,22,13,6,13,24,27,24,14,21,23,24,15,7,5,4,5
35100303,344,23,19,18,14,16,24,26,23,25,22,24,23,21,22,18,11,8,7
35100304,337,24,20,24,19,15,21,24,20,21,18,22,27,24,17,13,11,9,8
35100305,323,15,14,12,11,22,25,20,14,12,19,28,37,31,20,18,11,6,8
35100306,338,18,18,21,17,12,18,25,27,31,28,29,25,24,19,13,6,3,4
35100307,403,26,24,22,18,16,28,32,22,27,27,28,27,27,29,22,14,8,6
35100308,330,15,16,20,17,14,19,23,23,23,21,26,24,26,18,17,14,8,6
35100309,242,14,13,13,9,9,17,17,13,12,13,22,25,17,13,13,11,6,5
35100310,338,15,13,14,14,13,29,21,12,16,20,31,36,33,25,19,15,9,3
35100311,310,14,13,14,11,9,14,22,25,26,21,23,32,28,20,16,11,6,5
35100312,345,16,15,14,21,21,15,21,25,22,24,28,31,34,20,16,10,7,5
35100313,502,25,25,18,21,25,28,35,38,31,31,38,48,49,35,29,15,8,3
35100314,278,6,8,8,8,8,15,16,12,18,15,15,25,27,28,25,18,14,12
35100315,218,8,10,8,9,11,13,13,10,9,10,13,28,22,17,14,10,7,6
35100316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35100317,188,6,5,8,7,8,14,13,10,14,12,14,14,13,10,9,13,8,10
35100318,2248,122,124,123,89,83,133,177,197,169,122,144,142,134,123,103,97,64,102
35100320,340,23,27,24,20,18,21,29,27,29,27,20,22,18,14,8,3,3,7
35100321,2427,147,179,175,149,116,122,183,217,227,202,190,190,125,77,56,34,19,19
35100322,272,11,13,19,15,10,9,12,19,22,16,20,31,29,19,11,6,3,7
35100323,736,13,18,21,15,19,31,44,39,30,27,39,62,64,73,96,67,37,41
35100324,288,18,19,19,12,11,18,28,31,29,17,14,15,14,12,8,8,9,6
35100325,809,25,27,27,24,33,57,57,50,51,42,43,58,47,49,56,48,35,80
35100328,385,9,9,6,7,35,69,40,18,8,10,21,30,23,26,23,20,12,19
35100329,562,27,26,30,22,35,61,59,40,37,27,32,39,36,33,21,12,11,14
35100330,236,12,11,11,11,11,14,14,18,14,12,16,19,20,18,10,6,7,12
35100331,1670,125,122,108,83,73,144,193,190,148,106,106,85,64,46,30,23,13,11
35100332,283,14,11,12,8,7,14,13,9,11,12,19,28,27,31,27,19,11,10
35110060,179,6,6,6,6,5,3,2,8,8,9,12,23,22,19,18,14,7,5
35110062,214,5,5,3,6,6,4,5,8,10,11,12,23,24,24,22,17,11,18
35110063,260,12,15,19,13,8,11,7,13,14,17,18,24,27,24,17,9,6,6
35110064,236,12,11,14,13,10,14,9,11,11,13,15,22,19,17,18,14,8,5
35110065,196,7,5,3,6,10,13,6,3,5,14,20,24,22,21,20,12,4,1
35110066,276,16,16,18,19,18,16,10,14,14,17,23,27,18,18,15,6,3,8
35110067,235,8,9,9,13,19,17,10,7,12,17,26,26,19,13,11,7,7,5
35110068,191,11,10,5,9,9,18,13,11,13,13,15,15,13,14,10,5,3,4
35110069,246,12,14,16,15,14,17,12,15,13,20,19,22,20,15,10,6,3,3
35110070,219,11,10,15,14,10,7,11,17,16,18,20,22,17,12,8,5,3,3
35110071,276,10,10,9,10,17,15,7,10,10,13,18,26,33,31,26,15,8,8
35110072,334,21,20,21,20,18,14,18,21,23,23,25,27,30,23,14,7,5,4
35110073,350,16,16,20,19,15,15,14,18,23,33,36,38,27,24,20,8,4,4
35110074,250,10,12,12,16,15,16,11,13,15,21,26,27,16,15,14,6,2,3
35110075,344,13,14,19,20,23,24,17,18,19,22,26,41,30,23,18,10,4,3
35110076,287,11,12,21,25,23,18,13,12,15,17,32,30,20,14,13,7,3,1
35110077,250,12,12,17,22,16,11,9,10,14,15,21,23,18,16,15,9,6,4
35110078,244,8,6,7,12,15,16,14,13,15,19,21,27,22,19,14,7,5,4
35110079,297,15,16,24,24,17,19,19,20,21,21,24,29,18,9,8,6,4,3
35110080,254,7,8,14,16,16,17,13,9,12,16,23,25,20,15,15,11,11,6
35110081,242,8,8,10,16,20,16,8,6,10,17,23,26,21,17,14,8,8,6
35110082,232,11,12,11,10,13,12,11,13,10,14,25,26,23,16,13,7,3,2
35110083,1106,71,75,72,47,50,65,74,95,86,72,64,60,51,56,54,33,21,60
35110084,352,19,22,20,17,19,21,27,38,30,23,22,26,23,18,12,9,4,2
35110085,387,18,19,23,20,23,21,17,21,23,27,28,34,32,32,21,14,8,6
35110086,387,17,18,22,17,23,25,19,24,23,21,22,22,27,30,21,14,15,27
35110087,226,12,17,6,7,19,16,16,14,16,14,10,13,18,15,14,6,8,5
35110088,213,10,12,14,10,7,9,11,13,11,10,12,15,13,18,21,16,8,3
35110089,236,15,18,18,11,12,20,16,16,18,15,17,15,11,12,12,7,2,1
35110090,217,10,10,13,9,9,13,14,15,14,10,8,15,21,21,18,11,4,2
35110091,193,7,8,7,7,7,12,13,11,9,7,8,13,20,20,21,12,6,5
35110092,250,8,9,11,14,15,13,15,15,13,15,16,21,21,18,16,11,8,11
35110093,269,14,15,14,10,22,29,20,24,20,16,18,18,12,13,9,5,5,5
35110094,435,28,30,37,29,28,29,25,35,34,28,29,28,22,19,15,8,6,5
35110095,277,6,4,6,10,11,8,6,10,15,13,20,26,23,31,38,26,16,8
35110096,263,17,18,17,18,18,13,10,13,18,18,20,18,15,17,14,7,6,6
35110097,89,2,3,5,2,0,2,2,3,4,6,14,14,10,10,9,3,0,0
35110098,277,8,5,12,11,10,22,21,12,15,16,22,26,27,33,21,11,3,2
35110099,369,15,11,15,21,16,19,20,18,21,28,34,39,33,33,21,13,7,5
35110100,505,7,6,11,12,9,10,14,11,16,21,20,36,56,89,69,57,38,23
35110101,66,7,7,7,8,7,3,0,0,0,2,4,5,4,2,6,3,1,0
35110102,231,10,9,10,10,13,16,14,11,13,17,23,23,19,16,12,8,5,2
35110103,259,12,12,12,16,15,15,12,11,15,15,18,23,18,18,20,14,8,5
35110104,382,19,22,23,22,26,25,21,17,17,23,24,22,25,29,24,19,14,10
35110105,359,16,17,18,20,26,20,16,17,19,25,31,34,28,25,21,11,8,7
35110106,396,17,22,27,14,17,19,25,17,20,23,23,18,30,33,27,29,17,18
35110107,223,11,12,14,14,15,12,8,13,18,17,17,13,10,12,13,10,7,7
35110108,191,6,6,7,12,17,12,9,8,9,15,14,24,14,8,7,10,5,8
35110109,204,12,13,11,10,9,11,13,12,14,15,7,15,11,18,8,9,6,10
35110110,207,6,6,9,7,13,14,12,12,15,8,17,20,17,18,9,7,9,8
35110111,202,7,9,9,11,16,10,5,9,18,16,19,22,18,11,9,7,2,4
35110112,219,11,10,7,5,11,16,16,13,13,14,15,13,13,13,12,12,13,12
35110113,234,16,13,17,12,10,11,10,12,12,12,17,22,21,17,12,9,7,4
35110114,225,7,8,14,10,9,8,8,7,11,11,15,24,25,23,17,13,8,7
35110115,256,13,14,13,14,14,12,13,16,15,15,19,21,20,17,16,12,8,4
35110116,392,18,20,17,13,14,16,18,21,19,15,18,31,28,21,25,23,20,55
35110117,219,6,6,9,13,13,8,7,11,11,14,15,18,17,17,18,16,12,8
35110118,254,11,13,17,15,18,16,13,13,16,18,19,17,12,14,14,13,10,5
35110119,249,10,13,13,15,16,11,9,10,12,11,12,18,19,21,21,16,12,10
35110120,257,17,17,19,13,11,8,11,12,13,15,15,16,15,14,14,11,12,24
35110121,234,13,12,14,11,12,11,11,14,15,17,18,21,20,19,11,5,4,6
35110122,242,11,12,13,14,19,18,10,10,13,13,17,26,25,17,13,6,2,3
35110123,237,9,9,11,10,12,14,10,13,15,19,22,26,23,19,11,5,4,5
35110124,265,12,11,15,15,16,16,14,15,16,19,22,23,16,16,15,9,9,6
35110125,281,14,15,18,15,18,17,13,18,21,18,21,23,22,18,14,8,3,5
35110126,261,12,11,17,19,18,15,11,13,18,18,20,25,21,17,13,7,3,3
35110127,196,11,11,12,10,10,10,8,8,10,14,24,20,13,13,12,7,2,1
35110128,430,22,25,20,19,16,14,19,21,24,28,25,31,34,37,33,27,20,15
35110129,374,5,5,15,15,21,10,8,9,13,16,20,30,38,36,35,35,27,36
35110130,320,16,14,16,19,20,15,14,15,17,19,20,23,22,24,24,19,13,10
35110131,331,8,10,13,11,15,18,15,14,12,17,20,25,23,26,31,29,24,20
35110132,178,7,8,10,10,11,11,7,8,9,12,13,18,16,16,11,5,2,4
35110133,258,12,13,16,10,8,9,8,13,16,16,22,26,25,23,17,12,6,6
35110134,246,6,5,13,14,15,12,9,10,11,17,18,21,25,29,20,9,6,6
35110135,237,11,12,6,4,4,6,4,5,17,12,13,34,20,25,39,12,9,4
35110136,258,8,8,5,7,10,9,6,6,9,13,19,31,31,32,26,19,10,9
35110137,459,10,10,8,12,29,24,17,16,19,23,36,54,53,55,44,25,14,10
35110138,262,11,11,16,17,14,14,14,14,17,16,22,28,24,18,12,7,5,2
35110140,237,2,3,7,10,5,4,6,9,8,11,17,28,31,32,25,20,11,8
35120092,280,16,12,10,8,23,28,16,23,21,20,21,24,12,18,10,9,6,3
35120093,256,17,11,15,14,19,27,25,14,17,11,13,23,11,16,13,5,4,1
35120094,242,12,12,12,9,20,24,14,13,20,17,19,23,13,10,13,8,2,1
35120095,244,14,9,8,7,27,21,16,13,13,14,18,22,19,14,12,5,7,5
35120096,236,17,12,12,10,18,20,19,16,13,14,17,20,18,12,8,4,2,4
35120097,271,20,18,9,9,17,22,18,17,24,7,12,22,18,13,16,11,9,9
35120098,261,15,9,12,12,36,35,23,17,11,13,17,21,13,13,9,4,1,0
35120099,261,5,1,5,10,30,23,17,13,11,14,15,28,17,21,13,22,11,5
35120100,496,24,17,16,7,44,35,30,20,18,12,36,37,21,35,40,37,32,35
35120101,319,8,6,4,5,27,17,13,10,6,14,13,17,23,27,38,36,22,33
35120102,311,15,13,11,5,10,12,11,9,9,17,22,27,24,28,31,26,20,21
35120103,260,10,10,9,10,11,17,17,14,10,16,17,21,21,12,11,7,9,38
35120104,294,13,17,8,12,15,19,13,14,11,19,17,29,23,24,17,10,15,18
35120105,222,5,1,4,1,10,11,6,5,9,11,13,25,20,25,25,21,16,14
35120106,264,11,10,8,8,21,23,20,18,13,21,22,26,19,21,14,7,2,0
35120107,213,10,11,12,15,16,13,15,14,12,16,13,16,15,15,7,5,5,3
35120108,280,12,13,12,12,19,18,23,22,19,18,16,24,21,18,14,8,5,6
35120109,293,15,16,13,10,25,32,25,18,14,17,21,17,17,16,15,9,8,5
35120110,275,10,11,12,10,13,21,22,20,16,18,20,22,23,18,14,10,8,7
35120111,410,33,40,44,31,26,38,41,33,28,23,13,22,16,14,5,2,0,1
35120112,134,10,10,7,5,5,8,14,12,8,6,5,10,14,8,5,4,2,1
35120113,235,8,9,9,6,12,16,13,13,14,14,19,24,23,13,13,10,7,12
35120114,337,12,9,16,16,16,29,18,14,17,21,29,36,38,32,15,7,7,5
35120115,339,14,8,14,16,15,27,18,15,17,24,23,26,29,31,20,17,15,10
35120116,306,9,4,10,11,14,35,18,16,16,10,17,19,30,28,15,19,20,15
35120117,246,5,3,5,11,9,15,11,11,15,12,11,18,25,31,18,14,17,15
35120118,249,11,14,17,11,7,16,16,15,10,10,17,18,16,19,17,11,9,15
35120119,349,8,6,9,6,12,16,10,13,13,11,10,34,37,35,34,31,27,37
35120120,398,17,18,14,14,14,14,18,16,15,24,19,29,32,29,29,30,30,36
35120121,243,11,13,10,10,13,12,13,12,13,16,15,18,22,18,11,9,12,15
35120122,323,22,24,23,21,19,12,6,13,19,22,19,22,23,21,17,13,13,14
35120123,370,11,11,17,31,27,19,15,13,13,19,32,28,40,23,31,17,12,11
35120124,829,30,31,45,66,44,28,41,44,44,49,74,59,80,45,58,34,31,26
35120126,369,19,23,24,24,25,25,24,22,18,23,18,18,23,24,23,18,10,8
35120129,421,16,21,22,25,25,24,24,19,24,34,41,36,32,31,21,14,8,4
35120130,223,12,16,11,9,7,12,15,11,12,13,20,20,17,15,10,11,7,5
35120131,318,18,22,14,23,29,26,28,21,16,28,18,13,17,19,12,7,2,5
35120132,209,13,16,19,13,11,13,16,13,12,9,10,13,15,14,10,8,3,1
35120133,314,8,11,11,13,17,19,17,14,18,24,21,23,26,29,22,15,12,14
35120134,293,13,19,15,15,24,26,27,20,16,21,22,22,18,12,7,8,3,5
35120135,360,13,15,4,2,20,21,13,10,12,6,10,18,16,7,4,6,39,144
35120136,266,16,10,13,10,25,30,21,25,15,14,15,21,16,13,9,4,5,4
35120137,186,6,6,11,5,12,23,10,9,16,10,10,21,14,10,12,6,2,3
35120138,194,8,8,5,4,24,19,21,13,7,15,26,21,12,5,0,6,0,0
35120139,275,18,17,7,8,25,31,27,18,14,21,27,19,17,9,6,6,1,4
35120140,174,6,5,7,5,12,15,16,6,9,18,19,18,11,10,6,5,5,1
35120141,328,16,17,11,16,20,29,15,17,20,18,20,33,22,24,20,10,10,10
35120142,223,10,9,7,7,12,15,11,12,12,14,17,24,16,15,15,11,8,8
35120143,182,10,8,9,14,14,10,8,12,9,8,11,14,13,12,9,6,8,7
35120146,51,5,2,1,3,5,4,3,3,0,0,5,5,4,6,0,1,0,4
35120147,884,40,42,36,41,47,53,43,43,48,49,57,74,59,55,53,46,53,45
35120148,468,12,15,19,19,19,27,30,28,27,22,27,31,35,34,33,37,25,28
35120155,381,21,24,30,25,24,21,18,26,23,21,30,33,27,20,18,9,6,5
35120156,259,26,23,19,20,21,25,25,19,11,14,18,18,6,7,2,4,1,0
35120157,269,11,9,11,13,15,20,13,15,15,15,18,21,19,22,25,13,7,7
35120158,196,9,9,11,13,9,11,7,11,14,14,12,15,14,13,12,9,7,6
35120159,241,10,12,15,12,15,11,12,18,14,13,16,23,17,18,14,7,9,5
35120160,245,9,10,11,14,18,16,12,15,14,12,16,23,19,19,18,10,6,3
35120231,300,17,16,15,21,17,14,14,13,13,13,19,23,19,19,21,18,16,12
35120232,449,18,20,18,11,11,17,19,18,15,15,27,39,57,55,50,29,17,13
35120233,204,10,9,7,10,7,5,10,8,7,8,16,24,22,21,17,12,6,5
35120234,282,12,13,13,11,8,13,11,8,9,20,22,26,26,26,27,17,11,9
35120235,389,20,23,21,23,24,27,27,29,29,23,27,28,22,24,18,9,7,8
35120236,268,6,9,11,13,11,9,10,10,14,10,14,21,23,22,21,22,18,24
35120237,255,8,12,6,6,9,11,9,7,5,7,11,15,17,26,30,26,24,26
35120238,481,8,11,17,23,20,21,15,15,19,21,24,41,43,40,39,35,32,57
35120239,203,5,5,9,8,7,8,6,9,9,11,15,25,26,20,17,9,7,7
35120240,224,3,5,12,10,9,10,7,5,6,14,19,24,31,24,19,14,7,5
35120241,187,7,6,5,7,8,9,9,10,9,13,18,19,23,16,12,8,5,3
35120242,272,6,9,12,12,8,6,6,8,11,13,18,27,31,32,31,22,12,8
35120243,322,17,20,21,18,9,12,15,20,16,17,21,28,30,21,22,19,11,5
35120244,292,12,13,13,11,10,15,10,12,11,14,23,34,36,26,20,12,9,11
35120245,197,4,4,6,11,5,4,2,5,5,7,11,19,30,27,22,16,11,8
35120246,286,10,9,13,14,12,9,8,14,12,17,24,28,31,27,22,17,12,7
35120247,415,14,19,19,21,24,23,17,13,20,24,33,43,41,35,27,16,12,14
35120248,331,9,14,16,19,16,13,12,14,18,18,24,33,29,29,22,13,13,19
35120249,217,13,10,10,8,8,10,11,10,11,9,11,23,24,20,14,13,7,5
35120250,53,4,2,2,2,1,3,2,0,1,2,2,4,8,9,5,1,2,3
35120251,160,5,3,4,10,8,6,5,6,5,8,14,18,23,14,15,9,3,4
35120252,217,7,7,8,7,5,7,7,11,12,12,25,29,23,21,15,9,6,6
35120253,328,9,11,16,18,10,12,12,12,14,21,21,37,42,37,29,16,8,3
35120254,321,9,10,14,12,10,10,5,10,17,20,23,33,45,39,29,18,10,7
35120255,247,10,10,11,13,14,14,12,10,9,14,19,23,27,26,15,10,6,4
35120256,198,5,5,6,7,10,12,11,7,7,10,17,23,21,18,18,10,7,4
35120258,353,15,15,17,16,19,21,21,19,23,25,31,35,30,24,16,9,9,8
35120259,382,19,16,18,19,17,20,22,23,21,20,24,28,25,30,33,21,13,13
35120261,266,7,8,7,12,12,13,13,10,10,13,22,30,30,26,25,14,7,7
35120262,340,16,15,16,17,15,13,12,10,18,23,25,38,39,29,24,14,9,7
35120263,314,20,20,20,16,13,14,18,14,15,19,20,31,31,23,18,9,6,7
35120264,286,18,17,16,16,15,16,14,17,17,13,19,27,29,22,13,6,5,6
35120265,367,27,24,27,26,16,17,22,25,25,22,23,30,28,21,14,8,6,6
35120266,313,19,21,23,17,14,15,15,20,17,23,28,28,26,21,12,7,4,3
35120267,350,13,15,20,18,16,16,18,26,23,19,33,43,31,28,14,10,5,2
35120268,332,16,20,21,17,14,14,19,24,19,21,23,35,26,23,16,13,7,4
35120269,247,9,10,12,11,13,12,15,18,11,14,15,18,24,22,20,10,5,8
35120270,307,17,17,20,19,15,15,27,23,17,20,23,21,18,15,15,11,7,7
35120271,881,54,63,62,50,39,33,43,62,60,65,65,70,56,48,52,27,13,19
35120272,797,40,43,51,40,35,38,58,68,64,63,55,53,45,38,53,30,13,10
35120273,411,28,28,23,16,14,21,34,34,26,23,19,25,24,20,21,12,11,32
35120274,226,6,5,12,14,12,17,12,7,15,11,15,23,24,18,16,9,5,5
35120275,264,14,11,10,14,16,18,11,10,11,14,19,27,24,21,20,12,8,4
35120276,240,14,12,14,14,9,10,12,10,16,13,18,25,23,12,12,13,9,4
35120277,253,10,19,19,12,10,8,11,21,19,16,15,21,21,22,15,6,6,2
35120278,380,18,31,29,22,21,16,18,22,21,20,34,42,33,24,15,5,6,3
35120279,455,18,31,37,30,22,14,20,35,34,32,34,36,35,29,22,10,11,5
35120280,278,10,10,14,14,14,13,12,16,15,19,28,30,26,26,15,11,4,1
35120281,285,15,14,13,17,16,19,16,15,14,15,26,30,23,19,15,8,5,5
35120282,299,9,9,9,13,10,9,10,14,16,15,23,29,24,20,17,17,19,36
35120283,307,23,21,20,18,14,15,17,20,21,22,22,18,18,15,13,13,9,8
35120284,305,15,13,15,16,16,21,18,15,15,16,19,20,24,21,17,18,14,12
35120285,337,25,21,17,13,17,20,18,18,17,18,17,27,26,24,17,15,12,15
35120286,305,7,11,16,18,14,11,12,16,20,18,26,32,29,30,26,10,7,2
35120287,247,14,13,15,15,14,12,12,11,12,14,16,23,25,20,13,7,4,7
35120288,233,14,10,9,14,14,11,8,10,10,14,21,24,28,21,12,7,2,4
35120289,271,17,16,13,10,11,12,14,18,14,14,18,28,26,19,15,12,7,7
35120290,254,8,7,8,10,12,14,12,10,10,16,24,28,28,21,20,13,7,6
35120291,356,13,13,12,15,12,12,17,12,12,20,23,29,29,31,24,21,20,41
35120292,328,14,12,14,12,14,15,14,13,12,16,21,28,28,31,28,21,17,18
35120293,330,14,16,23,17,11,12,8,18,17,14,15,26,27,29,32,22,15,14
35120294,273,9,10,13,17,13,16,12,12,13,15,20,28,28,22,21,13,7,4
35120295,419,12,11,19,23,15,14,9,14,18,16,22,34,48,47,47,33,20,17
35120296,235,9,13,10,11,11,9,12,10,10,13,16,28,30,19,18,10,4,2
35120297,292,15,16,21,15,13,9,18,19,19,23,21,31,25,16,16,10,3,2
35120298,402,30,33,27,21,18,18,37,33,22,24,24,27,25,18,16,14,6,9
35120299,265,13,16,16,15,12,11,16,14,13,20,17,27,28,15,14,10,3,5
35120300,268,12,16,16,14,15,16,27,21,14,19,16,16,15,16,14,12,4,5
35120301,296,15,21,15,10,12,16,29,18,14,19,16,22,25,17,19,16,4,8
35120302,409,29,23,25,20,19,25,25,27,31,27,32,34,28,18,18,13,7,8
35120303,451,12,19,21,22,23,17,22,19,17,28,44,49,42,43,31,14,16,12
35120304,206,9,8,7,14,13,9,5,9,13,13,13,20,20,17,14,12,7,3
35120305,229,9,10,12,13,10,6,12,10,9,14,19,28,24,15,14,11,6,7
35120306,524,25,23,28,32,31,32,31,41,43,30,42,49,39,28,25,14,7,4
35120307,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35120308,237,14,13,15,15,14,13,17,16,12,17,15,14,14,11,11,13,10,3
35120309,208,16,13,14,12,15,14,15,17,12,13,12,10,15,10,7,6,5,2
35120310,213,13,13,13,9,10,8,10,14,8,11,14,18,17,14,14,15,9,3
35120311,377,15,10,17,20,35,23,26,23,17,30,37,29,31,22,14,17,7,4
35120312,10,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0
35120313,227,9,11,11,9,14,18,14,16,13,16,16,16,17,15,11,9,8,4
35120314,219,15,11,11,11,15,13,14,23,11,17,11,19,16,10,6,6,8,2
35120315,244,17,15,22,16,12,17,15,15,14,13,12,19,16,14,10,7,5,5
35120316,325,23,20,19,15,32,28,22,23,17,12,19,23,21,17,10,10,8,6
35120317,243,15,14,21,14,13,17,13,20,15,13,16,13,12,11,10,9,7,10
35120318,299,20,18,20,18,19,25,23,26,16,18,24,24,17,12,8,6,3,2
35120319,247,19,15,15,12,19,22,22,20,14,11,14,19,14,9,7,5,5,5
35120320,253,11,9,11,16,24,20,14,13,15,14,22,22,18,12,14,8,5,5
35120321,260,15,12,14,11,19,22,19,19,13,11,20,26,17,14,11,8,4,5
