CODE,PFTOT,PF0004,PF0509,PF1014,PF1519,PF2024,PF2529,PF3034,PF3539,PF4044,PF4549,PF5054,PF5559,PF6064,PF6569,PF7074,PF7579,PF8084,PF85P
10010659,156,2,3,6,9,12,7,4,5,5,19,17,19,19,12,7,4,3,3
10010660,143,8,8,4,7,8,12,10,7,6,13,12,17,12,7,6,3,1,2
10010661,596,15,16,29,47,40,34,24,23,26,57,65,68,61,40,26,11,8,6
10010662,193,4,5,6,7,12,14,12,10,9,16,17,20,22,16,12,6,2,3
10010663,171,7,6,7,13,10,4,3,8,8,11,15,16,23,18,13,4,3,2
10010664,127,3,4,8,9,10,6,1,7,6,8,8,9,17,15,9,4,2,1
10010666,246,9,10,18,18,13,13,15,17,19,19,22,21,18,15,10,5,3,1
10010667,303,12,16,19,17,17,17,18,29,32,31,29,26,15,11,7,5,1,1
10010668,356,29,27,24,20,21,19,21,23,21,26,29,31,25,19,10,7,3,1
10010669,381,14,21,20,17,24,28,20,21,26,32,37,34,25,22,14,15,8,3
10010670,360,14,20,24,20,23,22,22,24,24,26,35,32,27,22,12,6,4,3
10010671,493,24,33,31,21,27,47,52,59,42,30,37,31,22,15,11,5,3,3
10010672,247,11,16,14,9,14,16,18,22,19,14,16,18,22,20,11,4,2,1
10010673,194,7,8,9,12,14,14,13,14,14,12,14,18,17,14,8,4,1,1
10010674,222,7,11,13,9,14,20,15,16,13,10,21,21,17,15,7,6,4,3
10010675,283,10,14,18,12,21,20,15,17,19,20,28,30,19,15,11,7,4,3
10010676,245,9,11,17,17,13,9,12,11,19,16,24,19,21,19,15,9,2,2
10010677,251,7,8,12,15,17,17,20,17,23,17,19,19,18,13,14,9,4,2
10010678,333,14,14,25,23,18,17,18,19,29,23,28,28,29,18,15,9,4,2
10010679,375,13,17,26,20,17,17,19,27,29,32,36,27,22,21,18,13,10,11
10010680,131,6,6,6,7,9,9,8,10,9,10,8,9,10,10,5,3,3,3
10010681,451,23,22,35,26,25,22,18,20,32,28,44,38,38,31,24,12,6,7
10010682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10010683,480,34,39,32,23,21,27,39,52,36,28,28,28,24,26,21,13,5,4
10010684,350,21,24,20,14,13,14,26,35,26,16,18,25,22,28,23,14,6,5
10010685,665,60,51,39,33,25,68,64,52,45,34,43,42,34,25,14,10,10,16
10010686,269,14,12,9,7,10,28,20,16,18,14,19,25,20,22,13,8,8,6
10010687,41,0,1,1,0,2,2,1,0,1,2,2,5,5,6,9,3,1,0
10010688,208,3,5,7,6,14,16,11,10,10,15,24,24,21,22,12,5,2,1
10010689,456,18,22,20,18,18,24,35,33,29,28,26,41,39,43,31,19,7,5
10010690,113,5,2,2,4,3,4,5,4,4,8,12,14,12,11,11,6,4,2
10010691,224,10,13,14,11,10,12,12,12,18,18,20,16,13,13,14,10,5,3
10010692,304,5,7,11,12,10,13,14,14,19,24,28,31,34,29,21,15,10,7
10010693,13,1,1,1,1,0,0,1,0,0,1,1,1,2,2,1,0,0,0
10010694,213,5,6,9,10,6,12,15,13,8,14,19,14,18,19,20,15,6,4
10010695,280,10,10,9,13,12,10,10,8,16,17,20,27,30,33,28,16,8,3
10010696,239,9,10,12,11,8,7,9,10,15,21,21,19,19,22,20,13,7,6
10010697,301,15,18,19,15,12,12,12,17,20,22,20,27,26,19,18,11,8,10
10010698,233,10,10,8,8,8,13,17,15,14,17,15,14,21,21,19,12,6,5
10010699,265,11,12,14,13,8,6,12,15,22,20,17,17,27,27,20,12,7,5
10010700,215,10,9,11,10,9,6,9,11,11,12,15,22,22,20,17,10,6,5
10010701,210,13,8,6,5,10,9,7,6,10,16,18,16,19,15,16,12,9,15
10010702,356,14,8,12,17,12,12,17,14,15,22,27,33,37,42,38,19,10,7
10010703,112,9,6,3,4,1,4,5,5,5,8,7,10,12,11,11,6,2,3
10010704,166,1,0,5,2,2,2,5,6,5,8,14,20,22,19,17,15,14,9
10010705,86,2,1,3,1,0,0,0,3,2,7,8,10,13,12,11,5,4,4
10010706,281,7,10,17,13,7,2,16,19,20,13,18,24,25,29,26,14,9,12
10010707,219,5,4,7,5,4,7,7,7,10,16,15,14,21,25,26,20,15,11
10010708,167,1,1,1,4,4,6,5,6,5,13,14,18,21,18,17,13,10,10
10010709,149,1,2,4,6,4,7,5,3,3,11,15,21,24,17,11,6,3,6
10010710,199,10,9,10,12,7,6,9,8,12,14,16,12,17,22,21,8,4,2
10010711,117,2,4,6,6,5,6,7,3,7,16,17,16,7,4,7,3,1,0
10010712,350,12,14,20,20,12,13,15,19,24,24,27,28,29,27,18,15,15,18
10010713,122,2,4,6,6,4,2,1,5,7,9,10,13,14,13,10,10,5,1
10010714,128,1,1,2,0,1,1,2,2,2,6,9,17,21,20,18,12,6,7
10010715,128,1,3,2,4,4,5,6,5,5,10,10,12,14,15,15,11,5,1
10010716,186,3,4,9,13,11,8,6,2,7,14,17,21,23,18,13,7,5,5
10010717,343,8,11,13,13,10,9,12,18,15,22,26,36,34,34,32,24,14,12
10010718,244,10,13,13,13,10,7,9,15,11,15,20,25,21,21,19,12,6,4
10010719,364,17,19,21,18,12,19,20,20,17,19,22,25,39,38,27,15,9,7
10010720,158,6,10,8,11,8,5,7,11,13,15,11,8,8,12,13,5,2,5
10010721,293,9,13,15,14,12,14,10,12,18,27,23,28,27,24,22,13,8,4
10010722,249,9,6,7,10,6,6,7,10,12,18,28,26,28,28,24,15,7,2
10010723,32,0,0,0,3,1,0,1,0,3,4,2,2,2,3,4,2,3,2
10010724,192,1,3,5,5,3,4,6,6,9,12,21,26,28,28,19,8,5,3
10010725,64,0,0,3,4,2,0,4,2,3,4,4,4,11,11,7,4,1,0
10010726,178,5,2,7,6,4,6,5,5,8,9,14,22,21,22,20,10,4,8
10010727,60,0,3,5,2,1,0,1,1,4,8,4,7,10,6,4,1,0,3
10010728,90,0,1,1,2,1,0,1,3,4,8,7,10,17,13,11,5,4,2
10010729,167,5,5,8,6,2,0,2,4,2,7,16,22,22,27,18,10,6,5
10010730,110,5,5,3,1,3,2,4,5,5,5,9,9,11,17,11,6,4,5
10010731,143,1,2,6,4,4,3,5,5,7,11,14,17,20,15,10,8,6,5
10010732,18,1,2,1,2,3,1,1,0,2,1,0,0,1,1,1,1,0,0
10010733,34,0,0,0,1,0,0,4,2,0,0,3,7,8,3,2,2,1,1
10010734,81,1,0,3,8,4,8,5,2,1,3,5,11,10,10,7,2,1,0
10010735,176,8,3,4,5,4,5,6,5,4,9,11,16,23,30,20,11,6,6
10010736,59,1,0,0,1,1,0,0,3,2,3,4,9,10,10,6,4,2,3
10010737,187,6,5,4,4,7,7,8,8,9,9,13,22,23,20,16,9,8,9
10010738,177,5,4,8,7,4,2,3,6,8,5,16,19,17,19,14,9,9,22
10010739,25,0,0,0,0,0,0,0,0,3,2,0,2,2,0,9,6,1,0
10010740,146,1,3,3,5,7,7,2,7,6,5,11,19,25,21,11,6,2,5
10010741,439,24,22,22,18,16,17,26,30,22,25,37,44,39,35,30,17,9,6
10010742,259,5,15,20,20,11,8,9,14,17,13,18,22,22,25,20,12,4,4
10010743,227,5,5,5,10,11,10,11,11,10,21,25,25,19,19,18,11,6,5
10010744,192,4,2,2,7,8,4,6,6,10,10,16,18,28,24,18,9,9,11
10010745,40,1,3,1,3,2,1,0,1,0,1,3,2,4,7,5,2,0,4
10010746,48,0,1,1,1,3,5,2,3,1,0,2,6,5,6,6,3,2,1
10010747,107,2,4,5,6,2,4,5,6,5,7,7,14,12,8,8,6,2,4
10010748,122,1,3,5,5,6,3,3,1,7,10,12,16,19,13,11,6,1,0
10010749,48,0,1,2,3,4,2,4,2,1,3,5,4,2,1,4,2,3,5
10010750,203,7,5,9,13,10,6,7,11,13,11,15,22,22,20,18,9,4,1
10010751,111,4,1,8,4,4,2,0,0,6,9,7,12,17,17,11,3,1,5
10010752,124,1,4,9,7,6,6,5,1,3,8,10,14,12,12,14,9,3,0
10010753,231,9,8,10,10,8,11,12,11,12,18,21,22,22,15,15,13,8,6
10010754,176,8,6,5,6,5,6,9,7,9,8,10,18,21,22,16,9,6,5
10010755,99,2,2,3,4,6,6,5,5,5,5,7,11,13,11,7,5,2,0
10010756,250,9,8,7,9,8,7,12,11,7,12,12,18,24,22,23,19,18,24
10010757,135,4,2,3,2,4,9,8,6,4,7,12,16,14,10,11,9,6,8
10010758,165,5,4,7,10,5,1,6,5,9,8,11,14,13,15,12,10,9,21
10010759,167,9,6,5,4,3,5,10,8,8,9,14,15,16,19,14,10,6,6
10010760,153,10,8,7,4,5,10,8,5,8,9,9,14,17,14,9,4,5,7
10010761,337,13,11,16,17,11,12,19,22,22,24,26,29,38,33,22,10,6,6
10010762,364,15,14,16,21,18,21,19,23,22,28,31,32,28,29,23,12,6,6
10010763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10010764,268,10,10,13,16,15,14,14,24,19,16,18,22,22,19,14,9,7,6
10010765,228,9,10,12,14,9,10,11,8,9,16,14,19,18,22,18,14,8,7
10010766,264,15,16,16,16,14,13,16,17,18,20,16,21,17,17,15,8,5,4
10010767,274,11,12,15,12,13,18,18,17,16,20,20,21,22,24,16,9,5,5
10010768,473,18,22,24,23,24,28,31,28,36,32,38,36,38,35,30,16,9,5
10010769,540,27,31,37,24,21,28,43,38,39,35,39,41,50,36,28,13,7,3
10010770,301,8,9,17,16,13,16,15,15,27,25,19,21,28,25,23,12,7,5
10010771,441,23,35,31,19,18,24,22,39,48,35,31,31,22,19,18,16,8,2
10010772,439,30,42,28,13,15,30,34,53,47,31,29,28,19,13,10,9,6,2
10010773,215,12,11,13,10,18,21,14,20,21,18,14,11,7,5,6,3,5,6
10010774,245,4,4,7,5,10,18,14,19,23,24,22,21,26,22,13,5,4,4
10010775,1145,74,86,109,60,49,33,25,80,115,118,93,53,55,68,65,26,22,14
10010776,423,22,31,44,33,21,19,17,31,42,41,30,27,25,19,10,6,2,3
10010777,394,17,23,20,17,20,17,15,30,28,34,37,36,30,27,18,11,8,6
10010778,311,17,22,27,19,15,18,16,23,31,32,25,19,16,14,9,3,3,2
10010779,254,13,17,16,12,12,22,21,20,19,18,18,24,20,13,6,2,0,1
10010780,345,10,14,14,15,15,23,19,25,29,28,24,23,20,16,20,16,14,20
10010781,853,54,69,69,51,39,43,58,94,97,79,58,46,35,25,15,12,6,3
10010782,275,14,20,21,12,11,19,21,23,25,21,16,15,17,15,11,6,5,3
10010783,231,10,13,12,8,8,18,18,20,17,14,18,18,16,16,11,7,5,2
10010784,230,10,13,13,13,11,12,13,17,14,14,19,22,15,14,12,7,4,7
10010785,561,26,35,41,33,31,31,32,45,47,49,48,37,33,27,20,12,9,5
10010786,258,10,14,17,14,13,17,15,17,19,21,19,21,23,18,9,5,4,2
10010787,523,28,35,47,32,21,35,41,50,52,46,35,30,26,18,15,7,3,2
10010788,236,13,16,13,10,7,11,25,21,17,14,12,18,23,17,9,3,2,5
10010789,382,20,24,25,21,15,21,28,35,36,35,30,24,18,15,17,10,5,3
10010790,564,27,33,38,35,24,28,40,43,39,40,45,42,34,31,29,17,11,8
10010791,177,7,8,8,6,6,13,14,16,15,13,9,13,12,13,12,6,4,2
10010792,481,27,27,28,26,21,27,43,39,36,45,37,32,32,25,19,9,4,4
10010793,423,29,29,28,20,13,20,50,45,38,29,26,23,22,20,17,7,4,3
10010794,253,12,16,15,14,11,11,11,18,18,21,19,18,18,20,15,8,5,3
10010795,265,8,9,13,18,18,10,8,12,17,23,23,20,23,22,15,13,8,5
10010796,258,12,15,15,17,16,14,15,19,14,20,24,23,16,12,10,8,5,3
10010797,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
10010798,261,12,13,16,15,10,10,15,15,21,19,18,21,26,19,15,7,6,3
10010799,311,15,16,22,21,14,13,15,22,30,28,25,27,18,15,11,8,5,6
10010800,310,18,18,17,11,9,15,23,26,27,28,22,27,19,18,11,9,6,6
10010801,959,67,67,66,50,32,44,82,93,91,88,66,65,47,40,25,19,11,6
10010802,307,8,8,17,20,12,8,14,15,23,34,32,25,19,27,18,12,8,7
10010803,343,29,27,18,14,13,22,31,31,25,26,27,28,19,16,9,4,1,3
10010804,784,68,61,48,32,41,73,90,89,60,51,45,38,32,23,14,9,5,5
10010805,500,26,26,29,27,25,45,51,47,35,41,39,33,27,21,12,8,4,4
10010806,204,7,6,8,10,11,16,13,11,11,16,23,21,18,13,8,6,4,2
10010807,245,11,11,16,13,5,3,9,9,7,15,20,20,25,25,20,14,11,11
10010808,272,17,17,15,17,13,13,18,15,16,16,22,18,26,20,13,9,4,3
10010809,205,9,9,9,6,4,5,8,9,12,14,16,17,21,19,16,14,8,9
10010810,219,11,11,9,12,6,12,19,13,7,15,15,16,21,19,13,10,6,4
10010811,218,11,8,10,7,6,7,13,12,13,12,14,21,26,23,15,8,7,5
10010812,1158,88,85,77,48,73,84,113,129,110,106,72,46,39,30,31,14,10,3
10010813,510,18,22,20,24,53,68,46,46,38,32,36,26,24,18,18,12,4,5
10010814,609,36,36,39,27,38,36,48,53,44,56,45,31,37,29,26,12,12,4
10010815,323,8,10,10,28,73,46,26,24,10,10,13,9,17,8,8,4,9,10
10010817,828,42,55,67,52,35,56,68,80,101,77,54,34,32,30,21,12,6,6
10010818,521,22,32,32,32,30,42,45,40,47,51,46,35,23,18,12,5,4,5
10010820,215,10,13,18,13,8,8,16,22,31,22,16,12,9,4,5,5,2,1
10010821,187,5,6,10,11,10,11,11,10,10,21,23,19,11,11,7,5,4,2
10010822,180,6,6,5,7,12,18,15,9,11,17,14,16,12,15,9,3,2,3
10010823,188,5,6,10,13,15,16,13,15,13,15,11,10,9,13,11,6,4,3
10010824,736,36,36,40,31,33,70,79,60,48,59,51,45,34,31,25,19,15,24
10010825,1437,83,94,89,89,59,99,124,165,138,132,85,69,40,62,57,26,16,10
10010826,263,9,12,20,24,17,13,12,14,20,29,28,23,11,12,10,5,3,1
10010827,1035,73,92,102,84,48,57,65,108,115,108,61,36,22,32,20,6,3,3
10020079,264,7,8,6,10,11,7,4,9,10,11,18,24,30,43,36,15,7,8
10020080,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10020081,270,4,7,13,15,9,6,9,12,11,21,25,33,32,27,21,12,8,5
10020082,101,5,7,10,6,6,2,3,8,9,5,6,9,10,7,5,2,0,1
10020083,106,2,2,1,3,6,3,0,3,7,11,11,12,9,10,10,8,6,2
10020084,58,3,4,5,2,3,1,3,3,3,1,4,4,4,7,6,3,2,0
10020085,109,5,5,5,5,5,5,3,4,6,9,7,9,12,11,6,4,2,6
10020086,68,1,3,2,4,2,0,0,2,2,1,3,10,8,9,9,4,4,4
10020087,58,4,2,4,2,2,6,5,4,1,3,4,3,1,3,2,4,4,4
10020088,108,1,2,4,5,2,3,4,7,5,8,10,7,9,11,12,10,6,2
10020089,211,1,3,6,9,12,11,6,9,12,16,19,18,19,21,24,13,8,4
10020090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10020091,226,8,11,9,7,11,14,13,15,14,13,21,23,20,17,10,10,7,3
10020092,63,1,1,3,5,2,3,3,5,5,2,4,7,6,4,1,3,4,4
10020093,118,5,4,5,7,6,2,0,4,7,11,10,11,13,11,7,7,6,2
10020094,281,12,7,14,14,10,7,10,14,19,21,19,24,30,28,22,12,8,10
10020095,83,5,2,1,4,5,2,2,4,2,4,5,9,9,9,6,6,5,3
10020096,206,11,12,10,12,15,13,9,6,10,20,20,15,13,15,14,6,4,1
10020097,218,8,11,18,16,13,10,9,16,20,16,17,15,15,16,11,3,2,2
10020098,540,20,21,28,33,27,24,22,25,35,41,54,48,46,45,35,19,9,8
10020099,420,15,15,23,24,21,15,16,21,22,37,43,31,32,35,32,19,12,7
10020100,178,4,4,6,9,8,8,8,8,8,15,18,15,18,20,16,7,3,3
10020101,123,4,4,11,8,4,5,6,6,5,7,10,11,8,7,9,6,5,7
10020102,182,10,12,18,14,4,8,6,7,20,22,11,17,12,10,6,1,3,1
10020103,252,9,10,11,19,16,9,8,14,15,18,17,19,17,19,22,12,8,9
10020104,243,8,9,12,12,14,12,11,11,13,20,23,25,24,19,13,7,5,5
10020105,96,2,4,2,4,2,1,3,4,3,4,7,12,15,13,8,7,3,2
10020106,209,8,9,10,15,10,9,9,7,12,21,22,19,16,19,14,4,3,2
10020107,282,8,7,12,11,10,10,8,14,18,20,23,21,25,25,24,14,9,23
10020108,145,5,5,5,12,13,7,4,5,7,9,17,14,14,12,6,4,4,2
10020109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10020110,291,15,14,18,17,13,18,20,20,17,23,22,20,17,21,20,9,4,3
10020111,241,3,5,13,14,12,10,11,16,16,18,22,21,18,22,19,11,6,4
10020112,268,11,12,15,12,11,11,11,13,17,26,23,21,19,21,16,14,9,6
10020113,117,1,3,2,7,7,2,2,4,10,8,9,10,13,12,12,6,5,4
10020114,253,5,8,14,13,7,10,12,12,14,22,29,27,26,21,18,10,4,1
10020115,119,6,4,6,6,9,6,4,4,3,6,7,13,12,12,10,7,3,1
10020116,222,9,9,11,11,11,8,5,9,13,17,21,22,20,19,16,10,5,6
10020117,55,1,3,8,6,4,1,2,2,3,4,4,5,6,3,1,0,1,1
10020118,194,4,4,5,8,12,9,6,9,12,16,20,16,16,16,15,11,7,8
10020119,148,1,2,3,5,8,9,6,6,10,11,15,16,14,12,12,9,5,4
10020120,245,12,12,8,10,11,9,7,11,11,16,20,22,22,25,22,14,8,5
10020121,10,0,0,0,1,0,0,1,0,0,0,0,1,2,1,1,1,1,1
10020122,142,1,6,7,4,5,7,5,7,8,10,10,12,12,18,18,7,2,3
10020123,150,1,9,12,5,4,6,6,9,8,9,18,19,15,10,10,6,2,1
10020124,79,4,2,2,4,4,4,3,3,4,5,7,8,8,6,5,5,4,1
10020125,129,3,3,6,9,5,2,4,7,8,6,11,14,14,12,11,8,3,3
10020126,42,3,1,2,4,3,1,1,3,1,3,3,3,4,3,3,3,1,0
10020127,108,4,3,5,9,3,6,4,2,3,3,4,12,17,15,10,4,1,3
10020128,234,8,7,7,12,10,8,7,10,10,15,22,21,21,31,25,11,4,5
10020129,184,9,11,16,14,5,4,6,10,11,13,14,11,12,18,15,7,4,4
10020130,269,8,11,15,14,7,5,9,12,13,17,18,21,24,32,29,18,8,8
10020131,211,6,6,8,9,8,8,6,6,11,11,12,19,25,24,22,13,8,9
10020132,194,8,7,6,8,6,5,9,11,11,10,16,19,25,22,15,6,4,6
10020133,161,5,4,3,5,3,3,5,6,3,9,15,12,11,17,21,11,9,19
10020134,199,8,8,9,10,11,8,7,8,8,12,16,18,18,17,17,9,7,8
10020135,207,6,5,6,12,10,7,4,9,13,15,18,17,16,15,22,14,9,9
10020136,200,10,9,11,10,7,6,4,6,9,9,14,19,17,22,22,11,8,6
10020137,88,0,3,2,4,5,2,1,2,1,2,11,13,10,13,8,3,4,4
10030056,17,0,1,2,1,0,0,1,1,1,0,0,1,1,2,2,1,2,1
10030057,66,3,4,3,1,3,5,4,3,1,6,5,4,4,5,5,5,2,3
10030058,269,9,11,12,11,9,9,9,16,15,25,25,21,23,23,19,15,8,9
10030059,90,0,6,7,3,0,2,2,5,4,2,5,6,9,15,9,6,4,5
10030060,164,14,12,11,9,6,7,7,8,8,14,17,15,13,10,7,3,2,1
10030061,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
10030062,121,1,2,3,7,4,2,2,5,6,13,10,10,7,16,16,11,5,1
10030063,205,5,2,7,11,7,4,4,6,16,20,19,16,19,17,19,16,10,7
10030064,59,1,0,2,4,4,3,3,2,3,3,4,7,6,5,5,3,2,2
10030065,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
10030066,162,9,9,10,11,8,5,5,9,15,17,13,10,10,12,8,5,2,4
10030067,122,5,5,6,7,6,4,5,5,6,8,10,9,11,13,9,5,4,4
10030068,511,16,16,24,32,26,18,13,26,31,51,50,49,46,43,33,21,9,7
10030069,42,1,1,1,1,4,2,0,3,4,3,2,2,4,2,1,3,3,5
10030070,119,1,0,3,3,4,6,5,6,5,8,12,15,15,12,12,8,3,1
10030071,51,1,2,1,0,1,0,0,3,1,4,8,6,8,8,6,2,0,0
10030072,214,3,2,4,10,7,4,4,7,7,13,23,26,31,30,20,12,6,5
10030073,52,0,0,1,3,2,0,0,2,2,4,7,10,10,5,1,2,1,2
10030074,214,4,3,4,7,7,6,4,6,13,22,20,18,24,27,22,14,7,6
10030075,179,5,4,8,11,5,4,4,4,9,13,11,13,20,25,17,8,8,10
10030076,179,5,3,6,6,5,4,4,5,7,13,17,19,23,24,16,10,6,6
10030077,37,0,2,1,0,0,0,0,2,3,4,5,5,5,2,3,4,1,0
10030078,27,0,0,0,0,3,2,0,0,3,4,3,4,2,1,3,2,0,0
10030079,176,5,3,4,5,2,2,4,2,5,13,16,18,20,26,24,14,6,7
10030080,152,4,5,9,8,7,5,4,7,10,14,15,14,15,15,11,6,2,1
10030081,148,5,7,9,8,6,4,4,5,8,13,16,15,16,14,9,5,2,2
10030082,327,11,10,16,17,11,8,10,19,18,23,33,35,35,30,24,15,6,6
10030083,181,1,3,8,8,6,4,3,5,10,14,18,19,20,20,14,8,9,11
10030084,144,1,3,5,7,7,3,1,2,9,12,16,16,16,14,13,10,6,3
10030085,318,15,13,12,13,12,10,13,13,19,28,29,27,31,25,21,16,10,11
10030086,356,14,14,15,11,10,9,10,15,12,16,25,27,30,27,29,29,26,37
10030087,587,28,28,28,25,26,20,18,26,31,41,47,54,58,49,43,31,18,16
10030088,173,9,8,10,10,11,6,4,8,9,14,16,15,17,13,10,6,3,4
10030089,283,11,10,17,15,8,6,8,12,15,17,15,21,31,27,24,18,11,17
10030090,147,5,5,11,7,4,4,4,7,8,10,8,13,15,13,14,8,5,6
10030091,181,4,2,7,15,16,10,4,6,10,14,17,14,15,17,14,9,4,3
10030092,270,10,12,16,17,7,4,9,13,17,23,21,23,25,35,21,8,2,7
10030093,289,9,12,14,17,10,7,10,14,11,22,30,35,30,29,17,9,8,5
10030094,48,0,0,0,3,5,2,0,3,1,6,8,7,4,2,2,3,1,1
10030095,150,5,4,8,7,3,4,3,7,6,8,12,17,16,18,14,7,5,6
10030096,208,5,5,9,9,3,3,2,6,9,13,19,25,25,25,23,11,9,7
10030097,172,7,8,8,9,13,11,6,7,10,15,18,20,12,12,6,3,2,5
10030098,258,14,15,18,27,22,16,12,22,27,27,23,14,7,6,5,2,1,0
10040077,22,0,0,1,0,0,0,0,1,1,0,3,2,5,3,3,2,0,1
10040078,171,5,6,7,6,5,3,3,8,11,12,15,14,18,19,13,11,9,6
10040079,209,6,9,6,8,9,9,9,8,8,16,23,26,24,16,10,9,7,6
10040080,280,14,17,15,14,11,11,13,15,12,16,21,22,22,19,14,13,13,18
10040081,233,17,18,18,13,8,14,15,13,16,10,13,16,17,14,10,7,10,4
10040082,250,22,19,9,14,10,19,11,15,10,13,20,15,13,11,17,18,10,4
10040083,224,8,7,5,4,22,11,11,9,9,14,17,21,22,14,15,14,13,8
10040084,192,9,8,6,9,10,11,8,8,8,12,19,16,11,11,11,12,12,11
10040085,191,8,9,8,8,6,5,7,6,6,11,18,20,17,19,12,10,10,11
10040086,273,17,17,16,14,12,18,17,16,13,14,17,17,18,17,18,13,11,8
10040087,253,14,15,12,9,8,12,13,16,12,13,24,25,21,21,15,8,8,7
10040088,232,9,8,6,7,9,11,11,10,12,13,18,22,24,20,13,14,13,12
10040089,216,5,5,8,9,8,7,9,9,10,12,18,23,24,23,14,8,11,13
10040090,265,7,10,11,10,11,10,11,11,10,16,22,28,24,30,23,14,8,9
10040091,509,20,25,28,27,21,26,30,32,34,38,45,43,42,37,26,18,10,7
10040092,268,5,13,12,11,9,8,10,14,17,22,22,19,18,21,18,15,16,18
10040093,266,7,18,18,20,15,8,7,8,17,25,24,23,23,23,12,7,6,5
10040094,175,2,7,9,13,9,5,3,5,9,15,15,19,16,18,16,9,3,2
10040095,336,4,10,17,18,21,16,12,11,15,24,30,32,34,33,28,16,8,7
10040096,291,7,10,14,20,15,12,13,15,11,15,22,28,30,29,20,14,9,7
10040097,219,8,6,8,8,5,9,11,7,9,16,19,19,25,22,19,14,8,6
10040098,220,8,10,11,9,13,15,11,9,7,8,12,19,24,21,16,12,8,7
10040099,147,7,6,5,10,10,10,5,9,12,11,14,10,11,15,10,1,0,1
10040100,167,2,3,8,7,7,7,9,8,6,10,16,21,22,16,10,7,5,3
10040101,156,4,5,8,8,7,9,7,6,9,10,17,16,17,11,11,7,3,1
10040102,174,6,7,7,6,7,6,5,8,13,16,13,18,19,18,9,5,5,6
10040103,168,9,9,6,8,6,2,6,9,11,14,15,16,15,15,10,7,6,4
10040104,364,17,20,22,15,10,15,11,15,17,18,29,30,30,27,22,17,19,30
10040105,216,13,15,17,11,8,7,4,6,12,18,17,18,22,18,14,8,4,4
10040106,155,2,4,5,6,6,7,6,8,10,10,11,17,19,16,11,8,6,3
10040107,235,12,12,14,15,9,10,9,10,12,17,19,23,25,14,11,10,9,4
10040108,176,6,6,6,5,4,4,9,7,8,11,16,20,18,19,16,8,8,5
10040109,131,11,9,6,8,8,7,5,3,4,9,12,13,11,7,5,4,4,5
10040110,178,10,7,6,8,4,6,8,6,6,10,16,18,17,22,15,7,6,6
10040111,258,5,5,6,7,5,8,8,9,11,15,20,27,27,31,28,20,14,12
10040112,226,5,8,8,7,5,5,5,2,8,12,22,21,24,29,25,20,14,6
10040113,281,3,5,11,12,9,10,10,10,15,21,28,26,27,26,24,19,14,11
10040114,326,8,11,11,12,8,9,13,14,19,19,21,28,45,43,30,16,10,9
10040115,324,11,13,11,17,17,17,14,14,21,26,28,25,28,27,23,14,11,7
10040116,430,29,27,21,27,17,16,21,21,22,27,35,35,44,33,24,12,12,7
10040117,155,2,4,5,11,9,9,4,8,12,12,13,17,16,14,9,6,3,1
10040118,245,10,13,14,16,12,11,12,15,17,21,18,19,16,20,15,8,5,3
10040119,249,11,16,14,15,9,9,12,12,15,16,19,20,22,22,14,9,8,6
10040120,224,7,12,12,9,6,9,10,11,12,14,16,22,23,21,16,11,9,4
10050076,129,6,4,1,8,6,5,4,1,6,6,8,13,17,15,12,7,7,3
10050077,228,5,6,5,7,8,6,7,7,9,15,23,22,28,28,21,12,9,10
10050078,204,2,5,12,12,6,7,9,10,12,15,17,14,19,18,16,12,10,8
10050079,79,0,0,1,4,2,0,0,3,5,4,5,10,12,10,7,5,7,4
10050080,279,5,11,15,17,10,12,11,10,15,23,29,28,30,26,20,9,4,4
10050081,257,13,10,16,16,12,12,10,13,16,21,22,20,21,20,17,12,4,2
10050082,301,12,14,12,11,8,11,14,13,14,18,24,23,27,30,28,20,13,9
10050083,275,14,15,16,18,10,9,12,20,16,17,19,20,19,21,20,14,8,7
10050084,235,8,9,8,10,9,13,14,14,12,15,22,18,17,18,19,13,9,7
10050085,280,9,11,13,11,12,17,17,15,15,16,20,21,22,17,25,21,11,7
10050086,170,6,6,8,5,3,7,7,6,9,10,10,12,20,21,16,9,8,7
10050087,251,10,12,14,13,10,12,12,16,16,17,20,21,21,17,18,12,6,4
10050088,235,10,11,14,14,13,16,15,14,16,22,20,15,18,15,11,5,3,3
10050089,530,28,34,35,34,24,27,23,32,43,42,40,36,39,32,25,18,10,8
10050090,420,16,19,18,17,14,21,20,24,26,28,30,30,36,30,28,20,20,23
10050091,22,0,0,0,0,0,0,0,0,0,1,1,4,7,6,2,1,0,0
10050092,426,11,18,29,30,20,15,19,29,31,41,42,40,25,25,25,13,7,6
10050093,344,16,16,19,17,13,18,15,22,22,20,24,33,30,31,24,11,6,7
